ItemID	Slot	Variant	PlayerSafe	Name
0x19A6	Other	no	yes	Dev_QA_demtodel_walk
0x19A7	Other	no	yes	Dev_QA_demtodel_run
0x19AA	Other	no	yes	Dev_QA_demtovar_walk
0x19AB	Other	no	yes	Dev_QA_demtovar_run
0x19A2	Other	no	yes	Dev_QA0
0x19A5	Other	no	yes	Dev_QA3
0x19A4	Other	no	yes	Dev_QA2
0x19A3	Other	no	yes	Dev_QA1
0x19A8	Other	no	yes	Dev_QA_hertopail_walk
0x19A9	Other	no	yes	Dev_QA_hertopail_run
0x19AC	Other	no	yes	Dev_QA_her_loop
0x7BC	Other	no	yes	Memo_ButlerLeftMemo
0x835	Other	no	yes	Visione_Chip_NamelessHeorGrave
0x876	Other	no	yes	Visione_Chip_RockShelter
0x7AD	Other	no	yes	Quest_Hunter_Letter
0x7F3	Other	no	yes	Paper_BraveToLove
0x121	Other	no	yes	NoticePaper_Skill_Oongka_RotationBash_II
0x7C2	Other	no	yes	TreasureMap_FalseEvidence_1
0x8B5	Other	no	yes	Visione_Chip_PainterRegret
0x83A	Other	no	yes	Visione_Chip_WeirdSkull
0x83B	Other	no	yes	Visione_Chip_Sculptor
0x187	Other	no	yes	PororinChildrenForest_Book
0x88F	Other	no	yes	Visione_Chip_StoryWell
0x794	Other	no	yes	Letter_Wolfmolar_Mountain_WifeLetter
0x16E9	Other	no	yes	WarRobot_Foot_01
0x16EA	Other	no	yes	WarRobot_Foot_02
0x16EB	Other	no	yes	WarRobot_Foot_03
0x16ED	Other	no	yes	WarRobot_Cannon_01
0x689	Other	no	yes	Item_ETC_CooltimeReduce_ATAG
0x16EC	Other	no	yes	WarRobot_Fist_01
0x16F1	Other	no	yes	WarRobot_FlameThrower_01
0x16EE	Other	no	yes	WarRobot_Laser_01
0x16F0	Other	no	yes	WarRobot_Gatling_01
0x16EF	Other	no	yes	WarRobot_RepairTool_01_L
0x16E3	Other	no	yes	WarRobot_Body_01
0x16E4	Other	no	yes	WarRobot_Body_02
0x16E5	Other	no	yes	WarRobot_Body_03
0x68B	Other	no	yes	Item_ETC_CooltimeReduce_ATAGII
0x16E6	Other	no	yes	WarRobot_Backpack_01
0x16E7	Other	no	yes	WarRobot_Backpack_02
0x16E8	Other	no	yes	WarRobot_Backpack_03
0x16F2	Other	no	yes	WarRobot_RepairTool_01_R
0x9AF	Other	no	yes	Abacus
0x858	Other	no	yes	Visione_Chip_AnchorForest
0x853	Other	no	yes	Visione_Chip_DumpBell
0x85C	Other	no	yes	Visione_Chip_ForsakenHome
0x839	Other	no	yes	Visione_Chip_AbandonedHouse
0x841	Other	no	yes	Visione_Chip_RuinedHouse
0x893	Other	no	yes	Visione_Chip_AbandonedMineVillage
0x869	Other	no	yes	Visione_Chip_EmptyRanch
0x16DB	Helm	no	yes	Abidon_Fabric_Helm_T5_QA
0x19A0	TwoHand	no	no	Tynion_Giant_TwoHandGiantBastard
0xA05	Other	no	yes	Abyss_Artifact
0x68F	Other	no	yes	Item_Abyss_Artifact_Maker
0x6AF	Other	no	yes	AbyssRuinsCreatureCore
0x708	Other	no	yes	Item_gimmick_nature_rock_dissolve_stone_core_01
0x6B4	Other	no	yes	Item_gimmick_abysscore_0001
0x6B5	Other	no	yes	Item_gimmick_abysscore_0002
0x691	Other	no	yes	Item_gimmick_abyssruins_useartifact_01_attach_part
0xC24	Other	yes	yes	Item_Skill_AbyssGear_AbyssGrass_Immune
0x16F3	Other	no	yes	Dragon_Armor_01
0x1754	Other	no	yes	Dragon_Armor_Material
0xC5C	Other	yes	yes	Item_Skill_AbyssGear_PhantomStab_LV1
0xC67	Other	no	yes	AbyssStone_Seed
0xBD8	Other	yes	yes	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV1
0xBF2	Other	yes	yes	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV2
0xC0C	Other	yes	yes	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV3
0x14A	Other	no	yes	Recipe_Book_Accessory_I
0x14B	Other	no	yes	Recipe_Book_Accessory_II
0x14C	Other	no	yes	Recipe_Book_Accessory_III
0x14D	Other	no	yes	Recipe_Book_Accessory_IV
0x1D4	Other	yes	yes	Collection_Prop_Picture_0041
0x1BF	Other	yes	yes	Collection_Prop_Picture_0005
