ItemID	Slot	Variant	PlayerSafe	Name
0x3F	Other	no	no	NoticePaper_Circus_Chairless
0x3E	Other	no	no	NoticePaper_Circus_ComeRightNow
0x3D	Other	no	no	NoticePaper_Circus_DontMissIt
0x18BC	Other	no	no	Dev_QA_demtodel_walk
0x18BD	Other	no	no	Dev_QA_demtodel_run
0x18C0	Other	no	no	Dev_QA_demtovar_walk
0x18C1	Other	no	no	Dev_QA_demtovar_run
0x18B8	Other	no	no	Dev_QA0
0x18BB	Other	no	no	Dev_QA3
0x18BA	Other	no	no	Dev_QA2
0x18B9	Other	no	no	Dev_QA1
0x18BE	Other	no	no	Dev_QA_hertopail_walk
0x18BF	Other	no	no	Dev_QA_hertopail_run
0x18C2	Other	no	no	Dev_QA_her_loop
0x1A5	Other	no	no	Book_Marni_Tech_Book
0x76C	Other	no	no	Memo_ButlerLeftMemo
0x808	Other	no	no	Visione_Chip_NamelessHeorGrave
0x849	Other	no	no	Visione_Chip_RockShelter
0x75D	Other	no	no	Quest_Hunter_Letter
0x7A3	Other	no	no	Paper_BraveToLove
0x18AA	Other	no	no	Paper_BraveToLove_1
0x124	Other	no	no	NoticePaper_Skill_Oongka_RotationBash_II
0x772	Other	no	no	TreasureMap_FalseEvidence_1
0x888	Other	no	no	Visione_Chip_PainterRegret
0x80D	Other	no	no	Visione_Chip_WeirdSkull
0x73A	Other	no	no	Family_Crest_Surcoat
0x80E	Other	no	no	Visione_Chip_Sculptor
0x188	Other	no	no	PororinChildrenForest_Book
0x862	Other	no	no	Visione_Chip_StoryWell
0x744	Other	no	no	Letter_Wolfmolar_Mountain_WifeLetter
0x1608	Other	no	no	WarRobot_Foot_01
0x1609	Other	no	no	WarRobot_Foot_02
0x160A	Other	no	no	WarRobot_Foot_03
0x160C	Other	no	no	WarRobot_Cannon_01
0x63F	Other	no	no	Item_ETC_CooltimeReduce_ATAG
0x160B	Other	no	no	WarRobot_Fist_01
0x1610	Other	no	no	WarRobot_FlameThrower_01
0x160D	Other	no	no	WarRobot_Laser_01
0x160F	Other	no	no	WarRobot_Gatling_01
0x160E	Other	no	no	WarRobot_RepairTool_01_L
0x1602	Other	no	no	WarRobot_Body_01
0x1603	Other	no	no	WarRobot_Body_02
0x1604	Other	no	no	WarRobot_Body_03
0x641	Other	no	no	Item_ETC_CooltimeReduce_ATAGII
0x1605	Other	no	no	WarRobot_Backpack_01
0x1606	Other	no	no	WarRobot_Backpack_02
0x1607	Other	no	no	WarRobot_Backpack_03
0x1611	Other	no	no	WarRobot_RepairTool_01_R
0x981	Other	no	no	Abacus
0x82B	Other	no	no	Visione_Chip_AnchorForest
0x826	Other	no	no	Visione_Chip_DumpBell
0x80C	Other	no	no	Visione_Chip_AbandonedHouse
0x82F	Other	no	no	Visione_Chip_ForsakenHome
0x814	Other	no	no	Visione_Chip_RuinedHouse
0x866	Other	no	no	Visione_Chip_AbandonedMineVillage
0x83C	Other	no	no	Visione_Chip_EmptyRanch
0x15FA	Helm	no	yes	Abidon_Fabric_Helm_T5_QA
0x1881	Other	no	no	Tynion_Giant_TwoHandGiantBastard
0x9D3	Other	no	no	Abyss_Artifact
0x644	Other	no	no	Item_Abyss_Artifact_Maker
0x646	Other	no	no	AbyssRuinsCreatureCore
0x6BB	Other	no	no	Item_gimmick_nature_rock_dissolve_stone_core_01
0x647	Other	no	no	Item_gimmick_abysscore_0001
0x648	Other	no	no	Item_gimmick_abysscore_0002
0x649	Other	no	no	Item_gimmick_abyssruins_useartifact_01_attach_part
