ItemID	Slot	Variant	PlayerSafe	Name
0x3D	Other	no	no	NoticePaper_Circus_DontMissIt
0x3E	Other	no	no	NoticePaper_Circus_ComeRightNow
0x3F	Other	no	no	NoticePaper_Circus_Chairless
0x194C	Other	no	no	Dev_QA_demtodel_walk
0x194D	Other	no	no	Dev_QA_demtodel_run
0x1950	Other	no	no	Dev_QA_demtovar_walk
0x1951	Other	no	no	Dev_QA_demtovar_run
0x1948	Other	no	no	Dev_QA0
0x194B	Other	no	no	Dev_QA3
0x194A	Other	no	no	Dev_QA2
0x1949	Other	no	no	Dev_QA1
0x194E	Other	no	no	Dev_QA_hertopail_walk
0x194F	Other	no	no	Dev_QA_hertopail_run
0x1952	Other	no	no	Dev_QA_her_loop
0x7B2	Other	no	no	Memo_ButlerLeftMemo
0x82B	Other	no	no	Visione_Chip_NamelessHeorGrave
0x86C	Other	no	no	Visione_Chip_RockShelter
0x7A3	Other	no	no	Quest_Hunter_Letter
0x7E9	Other	no	no	Paper_BraveToLove
0x120	Other	no	no	NoticePaper_Skill_Oongka_RotationBash_II
0x7B8	Other	no	no	TreasureMap_FalseEvidence_1
0x8AB	Other	no	no	Visione_Chip_PainterRegret
0x830	Other	no	no	Visione_Chip_WeirdSkull
0x831	Other	no	no	Visione_Chip_Sculptor
0x186	Other	no	no	PororinChildrenForest_Book
0x885	Other	no	no	Visione_Chip_StoryWell
0x78A	Other	no	no	Letter_Wolfmolar_Mountain_WifeLetter
0x168D	Other	no	no	WarRobot_Foot_01
0x168E	Other	no	no	WarRobot_Foot_02
0x168F	Other	no	no	WarRobot_Foot_03
0x1691	Other	no	no	WarRobot_Cannon_01
0x682	Other	no	no	Item_ETC_CooltimeReduce_ATAG
0x1690	Other	no	no	WarRobot_Fist_01
0x1695	Other	no	no	WarRobot_FlameThrower_01
0x1692	Other	no	no	WarRobot_Laser_01
0x1694	Other	no	no	WarRobot_Gatling_01
0x1693	Other	no	no	WarRobot_RepairTool_01_L
0x1687	Other	no	no	WarRobot_Body_01
0x1688	Other	no	no	WarRobot_Body_02
0x1689	Other	no	no	WarRobot_Body_03
0x684	Other	no	no	Item_ETC_CooltimeReduce_ATAGII
0x168A	Other	no	no	WarRobot_Backpack_01
0x168B	Other	no	no	WarRobot_Backpack_02
0x168C	Other	no	no	WarRobot_Backpack_03
0x1696	Other	no	no	WarRobot_RepairTool_01_R
0x9A5	Other	no	no	Abacus
0x84E	Other	no	no	Visione_Chip_AnchorForest
0x849	Other	no	no	Visione_Chip_DumpBell
0x82F	Other	no	no	Visione_Chip_AbandonedHouse
0x852	Other	no	no	Visione_Chip_ForsakenHome
0x837	Other	no	no	Visione_Chip_RuinedHouse
0x889	Other	no	no	Visione_Chip_AbandonedMineVillage
0x85F	Other	no	no	Visione_Chip_EmptyRanch
0x167F	Helm	no	yes	Abidon_Fabric_Helm_T5_QA
0x1946	TwoHand	no	no	Tynion_Giant_TwoHandGiantBastard
0x9FB	Other	no	no	Abyss_Artifact
0x688	Other	no	no	Item_Abyss_Artifact_Maker
0x68A	Other	no	no	AbyssRuinsCreatureCore
0x6FF	Other	no	no	Item_gimmick_nature_rock_dissolve_stone_core_01
0x68B	Other	no	no	Item_gimmick_abysscore_0001
0x68C	Other	no	no	Item_gimmick_abysscore_0002
0x68D	Other	no	no	Item_gimmick_abyssruins_useartifact_01_attach_part
0xC13	Other	yes	no	Item_Skill_AbyssGear_AbyssGrass_Immune
0x1697	TwoHand	no	no	Dragon_Armor_01
0x16F8	Other	no	no	Dragon_Armor_Material
0xC4B	Other	yes	no	Item_Skill_AbyssGear_PhantomStab_LV1
0xC56	Other	no	no	AbyssStone_Seed
0xBC7	Other	yes	no	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV1
0xBE1	Other	yes	no	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV2
