ItemID	Slot	Variant	PlayerSafe	Name
0x3D	Other	no	no	NoticePaper_Circus_DontMissIt
0x3F	Other	no	no	NoticePaper_Circus_Chairless
0x3E	Other	no	no	NoticePaper_Circus_ComeRightNow
0x18AE	Other	no	no	Dev_QA_demtodel_walk
0x18AF	Other	no	no	Dev_QA_demtodel_run
0x18B2	Other	no	no	Dev_QA_demtovar_walk
0x18B3	Other	no	no	Dev_QA_demtovar_run
0x18AA	Other	no	no	Dev_QA0
0x18AD	Other	no	no	Dev_QA3
0x18AC	Other	no	no	Dev_QA2
0x18AB	Other	no	no	Dev_QA1
0x18B0	Other	no	no	Dev_QA_hertopail_walk
0x18B1	Other	no	no	Dev_QA_hertopail_run
0x18B4	Other	no	no	Dev_QA_her_loop
0x772	Other	no	no	Memo_ButlerLeftMemo
0x7EB	Other	no	no	Visione_Chip_NamelessHeorGrave
0x82C	Other	no	no	Visione_Chip_RockShelter
0x763	Other	no	no	Quest_Hunter_Letter
0x7A9	Other	no	no	Paper_BraveToLove
0x120	Other	no	no	NoticePaper_Skill_Oongka_RotationBash_II
0x778	Other	no	no	TreasureMap_FalseEvidence_1
0x86B	Other	no	no	Visione_Chip_PainterRegret
0x7F0	Other	no	no	Visione_Chip_WeirdSkull
0x7F1	Other	no	no	Visione_Chip_Sculptor
0x186	Other	no	no	PororinChildrenForest_Book
0x845	Other	no	no	Visione_Chip_StoryWell
0x74A	Other	no	no	Letter_Wolfmolar_Mountain_WifeLetter
0x15FE	Other	no	no	WarRobot_Foot_01
0x15FF	Other	no	no	WarRobot_Foot_02
0x1600	Other	no	no	WarRobot_Foot_03
0x1602	Other	no	no	WarRobot_Cannon_01
0x64A	Other	no	no	Item_ETC_CooltimeReduce_ATAG
0x1601	Other	no	no	WarRobot_Fist_01
0x1606	Other	no	no	WarRobot_FlameThrower_01
0x1603	Other	no	no	WarRobot_Laser_01
0x1605	Other	no	no	WarRobot_Gatling_01
0x1604	Other	no	no	WarRobot_RepairTool_01_L
0x15F8	Other	no	no	WarRobot_Body_01
0x15F9	Other	no	no	WarRobot_Body_02
0x15FA	Other	no	no	WarRobot_Body_03
0x64C	Other	no	no	Item_ETC_CooltimeReduce_ATAGII
0x15FB	Other	no	no	WarRobot_Backpack_01
0x15FC	Other	no	no	WarRobot_Backpack_02
0x15FD	Other	no	no	WarRobot_Backpack_03
0x1607	Other	no	no	WarRobot_RepairTool_01_R
0x965	Other	no	no	Abacus
0x80E	Other	no	no	Visione_Chip_AnchorForest
0x809	Other	no	no	Visione_Chip_DumpBell
0x812	Other	no	no	Visione_Chip_ForsakenHome
0x7EF	Other	no	no	Visione_Chip_AbandonedHouse
0x7F7	Other	no	no	Visione_Chip_RuinedHouse
0x849	Other	no	no	Visione_Chip_AbandonedMineVillage
0x81F	Other	no	no	Visione_Chip_EmptyRanch
0x15F0	Helm	no	yes	Abidon_Fabric_Helm_T5_QA
0x18A8	TwoHand	no	no	Tynion_Giant_TwoHandGiantBastard
0x9BA	Other	no	no	Abyss_Artifact
0x650	Other	no	no	Item_Abyss_Artifact_Maker
0x652	Other	no	no	AbyssRuinsCreatureCore
0x6C7	Other	no	no	Item_gimmick_nature_rock_dissolve_stone_core_01
0x653	Other	no	no	Item_gimmick_abysscore_0001
0x654	Other	no	no	Item_gimmick_abysscore_0002
0x655	Other	no	no	Item_gimmick_abyssruins_useartifact_01_attach_part
0xB91	Other	yes	no	Item_Skill_AbyssGear_AbyssGrass_Immune
0x1608	TwoHand	no	no	Dragon_Armor_01
0x1669	Other	no	no	Dragon_Armor_Material
0xBC9	Other	yes	no	Item_Skill_AbyssGear_PhantomStab_LV1
0xBD4	Other	no	no	AbyssStone_Seed
0xB45	Other	yes	no	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV1
0xB5F	Other	yes	no	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV2
0xB79	Other	yes	no	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV3
0x149	Other	no	no	Recipe_Book_Accessory_I
0x14A	Other	no	no	Recipe_Book_Accessory_II
0x14B	Other	no	no	Recipe_Book_Accessory_III
0x14C	Other	no	no	Recipe_Book_Accessory_IV
0x1D3	Other	yes	no	Collection_Prop_Picture_0041
0x1BE	Other	yes	no	Collection_Prop_Picture_0005
0x1D2	Other	yes	no	Collection_Prop_Picture_0034
0x1D0	Other	yes	no	Collection_Prop_Picture_0039
0x1D4	Other	yes	no	Collection_Prop_Picture_0062
0x1D1	Other	yes	no	Collection_Prop_Picture_0037
0x1CF	Other	yes	no	Collection_Prop_Picture_0026
0x1C6	Other	yes	no	Collection_Prop_Picture_0004
0x1D9	Other	yes	no	Collection_Prop_Picture_0045
0x1D7	Other	yes	no	Collection_Prop_Picture_0043
0x1B9	Other	yes	no	Collection_Prop_Picture_0030
0x1BF	Other	yes	no	Collection_Prop_Picture_0006
0x1D6	Other	yes	no	Collection_Prop_Picture_0020
0x1C1	Other	yes	no	Collection_Prop_Picture_0036
0x411	Other	no	no	Acid_Spider_Poison
0xD8E	Chest	yes	yes	Aklas_Fabric_Armor
0x487	Other	no	no	Acorn
0x16E7	MainHand	no	no	Cecilia_Kokes_OneHandMace
0xCF7	Chest	yes	yes	Archria_ChainMail_Armor
0xDAB	Chest	yes	yes	Archria_Fabric_Armor
0x11AE	Gloves	yes	yes	Arcria_Leather_Gloves
0x1748	MainHand	no	no	Archria_OneHandSword
0x10C5	Chest	yes	yes	Arctotus_Leather_Armor
0x1144	Boots	yes	no	Adeion_Leather_Boots
0xF3C	Gloves	yes	yes	Adeion_Leather_Gloves
0xF6F	Chest	yes	yes	Ardoratte_Leather_Armor_I
0x371	Other	yes	no	Item_Background_Breakable_Wood_297
0x796	Other	no	no	Paper_Adelina
0x61	Other	no	no	Quest_Paper_Her_Adelina
0xC1A	Other	no	no	Item_Set_A_RestArea
0xC1B	Other	no	no	Item_Set_B_RestArea
0xC1C	Other	no	no	Item_Set_C_RestArea
0xC1D	Other	no	no	Item_Set_D_RestArea
