ItemID	Slot	Variant	PlayerSafe	Name
0x1A96	Other	no	yes	Dev_QA_demtodel_walk
0x1A97	Other	no	yes	Dev_QA_demtodel_run
0x1A9A	Other	no	yes	Dev_QA_demtovar_walk
0x1A9B	Other	no	yes	Dev_QA_demtovar_run
0x1A92	Other	no	yes	Dev_QA0
0x1A95	Other	no	yes	Dev_QA3
0x1A94	Other	no	yes	Dev_QA2
0x1A93	Other	no	yes	Dev_QA1
0x1A98	Other	no	yes	Dev_QA_hertopail_walk
0x1A99	Other	no	yes	Dev_QA_hertopail_run
0x1A9C	Other	no	yes	Dev_QA_her_loop
0x83A	Other	no	yes	Memo_ButlerLeftMemo
0x87B	Other	no	yes	Quest_Paper_Sentry_Journal
0x1CB	Other	no	yes	Quest_Faction_Herb_Journal
0x938	Other	no	yes	Visione_Chip_RockShelter
0x82B	Other	no	yes	Quest_Hunter_Letter
0x8C6	Other	no	yes	Paper_BraveToLove
0x129	Other	no	yes	NoticePaper_Skill_Oongka_RotationBash_II
0x840	Other	no	yes	TreasureMap_FalseEvidence_1
0x1AE	Other	no	yes	Book_MasterJournal_01
0x977	Other	no	yes	Visione_Chip_PainterRegret
0x1CD	Other	no	yes	Quest_Faction_Pirate_Logbook
0x8FC	Other	no	yes	Visione_Chip_WeirdSkull
0x7FF	Other	no	yes	Family_Crest_Surcoat
0x8FD	Other	no	yes	Visione_Chip_Sculptor
0x190	Other	no	yes	PororinChildrenForest_Book
0x951	Other	no	yes	Visione_Chip_StoryWell
0x812	Other	no	yes	Letter_Wolfmolar_Mountain_WifeLetter
0x17D9	Other	no	yes	WarRobot_Foot_01
0x17DA	Other	no	yes	WarRobot_Foot_02
0x17DB	Other	no	yes	WarRobot_Foot_03
0x17DD	Other	no	yes	WarRobot_Cannon_01
0x6F9	Other	no	yes	Item_ETC_CooltimeReduce_ATAG
0x17DC	Other	no	yes	WarRobot_Fist_01
0x17E1	Other	no	yes	WarRobot_FlameThrower_01
0x17DE	Other	no	yes	WarRobot_Laser_01
0x17E0	Other	no	yes	WarRobot_Gatling_01
0x17DF	Other	no	yes	WarRobot_RepairTool_01_L
0x17D3	Other	no	yes	WarRobot_Body_01
0x17D4	Other	no	yes	WarRobot_Body_02
0x17D5	Other	no	yes	WarRobot_Body_03
0x6FB	Other	no	yes	Item_ETC_CooltimeReduce_ATAGII
0x17D6	Other	no	yes	WarRobot_Backpack_01
0x17D7	Other	no	yes	WarRobot_Backpack_02
0x17D8	Other	no	yes	WarRobot_Backpack_03
0x17E2	Other	no	yes	WarRobot_RepairTool_01_R
0xA9B	Tool	no	yes	Abacus
0x91A	Other	no	yes	Visione_Chip_AnchorForest
0x915	Other	no	yes	Visione_Chip_DumpBell
0x8FB	Other	no	yes	Visione_Chip_AbandonedHouse
0x91E	Other	no	yes	Visione_Chip_ForsakenHome
0x903	Other	no	yes	Visione_Chip_RuinedHouse
0x955	Other	no	yes	Visione_Chip_AbandonedMineVillage
0x92B	Other	no	yes	Visione_Chip_EmptyRanch
0x17CB	Helm	no	yes	Abidon_Fabric_Helm_T5_QA
0x1CA	Other	no	yes	Quest_Faction_Shai_Record
0x1A90	TwoHand	no	no	Tynion_Giant_TwoHandGiantBastard
0xAF1	Other	no	yes	Abyss_Artifact
0x6FF	Other	no	yes	Item_Abyss_Artifact_Maker
0x71F	Other	no	yes	AbyssRuinsCreatureCore
0x778	Other	no	yes	Item_gimmick_nature_rock_dissolve_stone_core_01
0x724	Other	no	yes	Item_gimmick_abysscore_0001
0x725	Other	no	yes	Item_gimmick_abysscore_0002
0x701	Other	no	yes	Item_gimmick_abyssruins_useartifact_01_attach_part
0xD10	Other	yes	yes	Item_Skill_AbyssGear_AbyssGrass_Immune
0x17E3	Other	no	yes	Dragon_Armor_01
0x1844	Other	no	yes	Dragon_Armor_Material
0xD48	Other	yes	yes	Item_Skill_AbyssGear_PhantomStab_LV1
0xD53	Other	no	yes	AbyssStone_Seed
0xCC4	Other	yes	yes	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV1
0xCDE	Other	yes	yes	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV2
0xCF8	Other	yes	yes	Item_Skill_AbyssGear_Creature_AdditionalDamage_LV3
0x152	Other	no	yes	Recipe_Book_Accessory_I
0x153	Other	no	yes	Recipe_Book_Accessory_II
0x154	Other	no	yes	Recipe_Book_Accessory_III
0x155	Other	no	yes	Recipe_Book_Accessory_IV
0x23C	Other	yes	yes	Collection_Prop_Picture_0041
0x227	Other	yes	yes	Collection_Prop_Picture_0005
0x23B	Other	yes	yes	Collection_Prop_Picture_0034
0x239	Other	yes	yes	Collection_Prop_Picture_0039
0x243	Other	yes	yes	Collection_Prop_Picture_0078
0x23D	Other	yes	yes	Collection_Prop_Picture_0062
0x23A	Other	yes	yes	Collection_Prop_Picture_0037
0x238	Other	yes	yes	Collection_Prop_Picture_0026
0x22F	Other	yes	yes	Collection_Prop_Picture_0004
0x245	Other	yes	yes	Collection_Prop_Picture_0045
0x240	Other	yes	yes	Collection_Prop_Picture_0043
0x21C	Other	yes	yes	Collection_Prop_Picture_0030
0x228	Other	yes	yes	Collection_Prop_Picture_0006
0x23F	Other	yes	yes	Collection_Prop_Picture_0020
0x241	Other	yes	yes	Collection_Prop_Picture_0070
0x220	Other	yes	yes	Collection_Prop_Picture_0071
0x22A	Other	yes	yes	Collection_Prop_Picture_0036
0x242	Other	yes	yes	Collection_Prop_Picture_0077
0x4C0	Other	no	yes	Acid_Spider_Poison
0xF46	Chest	yes	yes	Aklas_Fabric_Armor
0x536	Other	no	yes	Acorn
0x18CC	MainHand	no	yes	Cecilia_Kokes_OneHandMace
0xEAF	Chest	yes	yes	Archria_ChainMail_Armor
0xF63	Chest	yes	yes	Archria_Fabric_Armor
0x135B	Gloves	yes	yes	Arcria_Leather_Gloves
0x192D	MainHand	no	yes	Archria_OneHandSword
0x1276	Chest	yes	yes	Arctotus_Leather_Armor
0x12F2	Boots	yes	no	Adeion_Leather_Boots
0x10F1	Gloves	yes	yes	Adeion_Leather_Gloves
0x1123	Chest	yes	yes	Ardoratte_Leather_Armor_I
0x3E4	Other	yes	yes	Item_Background_Breakable_Wood_297
0x8B3	Other	no	yes	Paper_Adelina
0x62	Other	no	yes	Quest_Paper_Her_Adelina
0xD97	Other	no	yes	Item_Set_A_RestArea
0xD98	Other	no	yes	Item_Set_B_RestArea
0xD99	Other	no	yes	Item_Set_C_RestArea
